Emma at Venice - Festival with talented Saoirse, film, premieres, red carpet
Lilo in Hawaii - Stitch with funny Nani, coconut, drinks, beach day
Liam in Forest - Mason with eager Lucas, camp, builds, scout adventure
Hercules from Olympus - Hades with dark Zeus, strength, grows, hero mission
Simba on Rock - Rafiki with wise Zazu, roar, echoes, jungle rule
Kai in Honolulu - Nia with joyful Liko, flower, strings, lei-making session
Sven in Stockholm - Magnus with joyful Leif, bread, bakes, kitchen session
Lily in Classroom - Ethan with curious Lucas, experiment, tries, science project
Shaggy in Mansion - Velma with clever Daphne, ghost, catches, spooky night
Zeno in Zurich - Maia with polite Julian, concert, attends, classical event
Freja in Helsinki - Aksel with adventurous Elina, sauna, visits, winter day
Tiana at Bayou - Charlotte with spoiled Naveen, kiss, changes, frog prince
Leia at Alderaan - Bail with noble Mon Mothma, message, sends, rebellion hope
Leo in Florence - Zara with artistic Mateo, sculpture, creates, open-air exhibit
Leo on Road - Olivia with curious Finn, map, reads, road trip
Aya in Kyoto - Koji with joyful Ren, bonsai, trims, zen practice
Will at Oscars - Smith with emotional Jada, award, accepts, film category
Beyoncé in Dubai - Blue with graceful Solange, dance, performs, private concert
Cato in Rome - Pietro with patient Giada, pasta, stirs, kitchen prep
Lila on Earth - Stitch with curious Jumba, experiment, completes, alien pursuit
John at Conference - Sarah with brilliant David, presentation, delivers, business pitch
Peter in Suit - Tony with cool Ned, suit, builds, hero mentorship
Anna on Bridge - David with brave Ethan, photo, snaps, city skyline
Judy at Precinct - Nick with sneaky Clawhauser, case, cracks, city crime
Levi in Vancouver - Tessa with playful Finn, skateboard, rides, park visit
Frozone from City - Bob with heroic Helen, ice, slides, action rescue
Rocko in O-Town - Heffer with goofy Spunky, groceries, buys, market trip
Niko in Amsterdam - Lotte with curious Lars, canal, explores, weekend adventure
Camila in Miami - Shawn with playful Justin, track, releases, music hit
Rachel on Cruise - Oliver with cheerful Sophie, sunset, admires, ocean view
Kuzco in Palace - Pacha with kind Yzma, potion, drinks, llama adventure
Lily at School - Noah with curious Zoe, lesson, learns, history class
Batman in Gotham - Joker with twisted Riddler, scheme, unfolds, city chaos
Marek in Warsaw - Ewa with calm Jarek, painting, admires, gallery visit
Serena at Wimbledon - Venus with powerful Roger, match, wins, tennis title
Hiccup from Berk - Toothless with loyal Astrid, fire, breathes, dragon ride
Diana in Themyscira - Steve with brave Antiope, mission, starts, hero journey
Po at Jade - Palace with wise Shifu, dumpling, eats, kung fu lesson
BoJack in Hollywood - Diane with sarcastic Todd, book, writes, TV drama
Luna in Loud - House with cool Luan, song, plays, jam session
Ivy in Kitchen - Adam with helpful Noah, recipe, follows, cooking class
Lucy at Wardrobe - Edmund with sneaky Peter, quest, begins, lion prophecy
Tarek at Hospital - Amir with kind Leila, patient, checks, morning shift
Simba with Rafiki - Zazu under open Sky, paw, touches, king spirit
Asha in Nairobi - Mosi with adventurous Kofi, soccer, plays, championship game
Tessa in Vancouver - Noah with curious Leo, trail, explores, forest path
Otis in Edinburgh - Isla with polite Angus, castle, explores, history walk
Ines in Lisbon - Hugo with friendly Rafael, wine, tastes, vineyard tour
Hugo on Bike - Tessa with lively Finn, ride, enjoys, countryside path
Tintin with Snowy - Haddock under haunted Mansion, treasure, glows, pirate tale
Mateo at Pool - Isla with joyful Owen, lap, swims, summer training
Tarek in Istanbul - Farah with adventurous Yasmin, spice, selects, market walk
Stephen in Oakland - Curry with precise Klay, basket, scores, championship match
Paul in Garden - Olivia with patient Max, seed, plants, springtime task
Tom in New - York with charming Robert, interview, gives, late-night show
SpongeBob at Krusty - Krab with funny Patrick, patty, flips, lunchtime rush
Niko on Mountain - Kira with brave Sasha, trail, follows, hiking adventure
Tilda in Berlin - Felix with thoughtful Ansel, concert, attends, music hall
Tweety in Cage - Sylvester with sneaky Hector, plan, hatches, chase escape
Lightning in Radiator - Mater with funny Sally, race, wins, Piston Cup
Rachel at Airport - John with tired Mia, flight, boards, international trip
Harley at Market - Ethan with friendly Zoe, fruit, buys, weekend shopping
Ines in Porto - Rafael with joyful Mara, cake, bakes, festival prep
Yasmin at Salon - Laila with friendly Zane, hair, styles, beauty makeover
Mark in Silicon - Sheryl with innovative Elon, strategy, leads, tech conference
He-Man on Eternia - Teela with brave Orko, sword, lifts, heroic fight
Sophia in Kitchen - Ethan with playful Oscar, cookie, bakes, family time
Ravi in Delhi - Ishaan with playful Meera, kite, flies, street festival
Simba at Pride - Timon with loyal Pumbaa, bug, crunches, savanna life
Asha in Nairobi - Zuri with brave Mosi, soccer, plays, community game
Mateo in Venice - Sofia with excited Luca, gondola, rides, canal tour
Valeria on Deck - Leo with calm Marina, drink, enjoys, ocean breeze
Hassan in Casablanca - Omar with lively Karim, market, walks, spice bazaar
Jiro in Osaka - Emi with kind Hiro, sushi, rolls, family dinner
Adele at Glastonbury - Ed with soulful Stormzy, duet, performs, festival stage
Raven in Titans - Tower with cheerful Starfire, book, reads, meditation break
Nina on Train - Carlos with sleepy Javier, ticket, holds, long commute
John at Harvard - Lisa with talented Mark, thesis, defends, academic success
Harper in Vancouver - Noah with cheerful Isla, boat, rows, lake tour
Zendaya in Paris - Timothée with cheerful Florence, red carpet, walks, film premiere
Po at Tournament - Tigress with patient Crane, battle, wins, kung fu glory
Yasmin in Beirut - Omar with loyal Farah, gift, wraps, holiday preparation
Olive in Popeye - Bluto with sneaky Wimpy, sandwich, steals, diner brawl
Amos in Reykjavik - Saga with brave Emil, glacier, hikes, nature expedition
Leo in Cabin - Bella with cozy Mia, fire, starts, winter retreat
Jack at Samurai - Village with determined Aku, sword, sharpens, training duel
Emma at Race - Mark with energetic Jack, lap, completes, marathon finish
Captain from America - Rogers with bold Falcon, shield, strikes, freedom quest
Otto in Munich - Ingrid with calm Lukas, train, boards, countryside journey
Katniss from District - Peeta with strong Haymitch, arrow, flies, hunger games
Cleo in Florence - Marco with artistic Gianna, painting, finishes, art project
Sam in Studio - Olivia with creative Zoe, song, records, music session
Tala in Dubai - Karim with helpful Omar, dune, climbs, desert safari
Anya in St Petersburg - Lev with patient Olga, tea, pours, winter night
Eva in Mall - Hugo with thoughtful Ben, present, buys, holiday shopping
Amira in Dubai - Karim with kind Yasmin, gold, shops, souk market
Blossom in Townsville - Buttercup with cheerful Bubbles, villain, catches, city patrol
Amira in Haifa - Lior with adventurous Nia, kayak, paddles, ocean day
Lucio in Venice - Giada with artistic Matteo, canvas, paints, waterfront scene
Mia at Salon - Olivia with friendly Sarah, hairstyle, changes, beauty makeover
Tigger in Hundred - Acre with calm Pooh, honey, eats, forest picnic
Ariel under Sea - Triton with playful Flounder, trident, raises, ocean command
Sophia at Restaurant - Mia with energetic Emma, dinner, serves, family dinner
Anya in Moscow - Sergei with calm Mikhail, chess, plays, quiet evening
Gael in Lyon - Camille with happy Marc, pastry, bakes, bakery class
Superman on Earth - Lex under evil Krypton, cape, flies, hero mission
Ironman with Avengers - Thanos with cruel Loki, gauntlet, snaps, heroic battle
Jack in Forest - Ethan with brave Lucas, path, follows, camping trip
Baloo in Jungle - Bagheera with patient Mowgli, honey, shares, riverbank picnic
Diana at Embassy - Steve with brave Etta, file, opens, war strategy
Woody at Andy - Buzz with playful Jessie, toy, rescues, playtime chaos
Zuko at Ember - Island with sly Azula, fire, shoots, sibling duel
Nico on Plane - Isla with calm Lucas, book, reads, in-flight rest
Jun in Tokyo - Sakura with diligent Ren, book, reads, quiet library
Kai in Honolulu - Nia with curious Liko, reef, explores, snorkeling trip
Ezra on Island - Leila with calm Tarek, kayak, paddles, tropical retreat
Cristiano at Juventus - Paulo with focused Chiellini, ball, kicks, training session
Freja in Oslo - Magnus with cheerful Leif, coffee, sips, winter morning
Kian in Dublin - Aoife with cheerful Ronan, song, sings, pub night
Tom on Patio - David with thoughtful John, drink, pours, relaxed evening
Emma on Hill - Noah with adventurous Mia, trail, hikes, scenic walk
Zuckerberg at Facebook - Clegg with quiet Naomi, meeting, leads, policy shift
Henry at Wedding - Tom with emotional Sarah, speech, gives, celebration moment
Mulan in China - Mushu with fierce Shang, sword, swings, battlefield honor
Elsa on Iceberg - Anna with enchanted Hans, snowflake, falls, frozen curse
Thor on Earth - Valkyrie with brave Korg, hammer, swings, cosmic rescue
Kaito in Tokyo - Hiro with quiet Mei, garden, tends, spring morning
Ravi in Mumbai - Meera with joyful Ishaan, sweets, buys, Diwali market
Dumbledore in Office - Snape with serious Minerva, meeting, ends, final decision
Hugo on Train - Mia with quiet Isla, newspaper, reads, morning commute
Kylie in Los Angeles - Kendall with stylish Travis, event, attends, runway show
Tony in Malibu - Pepper with calm Rhodey, armor, builds, hero mission
Lily on Island - David with adventurous Max, snorkel, tries, ocean dive
Anna in Castle - Elsa with warm Kristoff, storm, clears, icy adventure
Jack at Farm - Lucas with eager Ethan, crop, harvests, autumn season
Jack in Halloween - Sally with quirky Zero, pumpkin, carves, spooky parade
Neo from Matrix - Morpheus with brave Trinity, code, breaks, virtual reality
Bessie in Hive - City with helpful Happy, honeycomb, guards, bee mission
Elsa at Palace - Anna with snowy Marshmallow, storm, rages, frozen heart
Yara in Garden - Tom with relaxed Holly, tea, pours, spring morning
Emir in Dubai - Tariq with bold Yasmin, dune, climbs, desert safari
David on Train - Mark with patient Claire, seat, finds, long journey
Ben on Pier - Mason with thoughtful Lily, photo, takes, sunset view
Cleo in Athens - Niko with curious Petra, statue, admires, museum tour
Jack at Stadium - Mark with enthusiastic Leo, cheer, leads, championship game
Yara in Beirut - Tarek with curious Leila, dish, cooks, evening meal
Ralph in Arcade - Felix with playful Vanellope, button, presses, race quest
Victor in Berlin - Clara with polite Luis, ticket, holds, museum visit
Mighty on Mountain - Top with sneaky Snively, plan, thwarts, villain scheme
Paul at Airport - Emily with patient Tom, flight, waits, business trip
Tarzan with Jane - Terk in green Forest, vine, swings, wild adventure
Oscar in Fish - Hooks with loyal Milo, fishbowl, jumps, school fun
Timmy in Dimmsdale - Cosmo with clumsy Wanda, wish, grants, magical fun
Tessa in Toronto - Noah with adventurous Leo, canoe, paddles, lake trip
Buzz on Planet - Woody with brave Jessie, alien, greets, space patrol
Hiccup with Toothless - Stoick under Viking Berk, dragon, flies, training race
Cato in Rome - Giada with polite Pietro, pasta, serves, family dinner
Scrat in Ice - Age with crafty Manny, acorn, hides, snowy hill
Oscar in Havana - Valeria with lively Santiago, rumba, dances, night festival
Batman from Gotham - Joker with twisted Riddler, signal, shines, city patrol
Sophia in Cafe - Ethan with curious Claire, coffee, brews, morning chat
Henry on Train - John with polite Ethan, seat, offers, courteous gesture
Eli at Gym - Zoe with focused Finn, weight, lifts, fitness routine
Freja in Stockholm - Magnus with kind Sven, bread, slices, breakfast table
Spiderman in New - York with tough Venom, web, spins, rooftop chase
Jiro in Osaka - Yuto with diligent Emi, fish, prepares, evening dinner
Akira in Kyoto - Hiro with diligent Yuna, tea, brews, garden ceremony
Finn at Airport - Eva with tired Leo, book, reads, boarding queue
Draco in Dungeon - Pansy with stern Snape, potion, brews, dark ritual
Hilda in Trollberg - Johanna with curious Twig, forest, explores, hidden adventure
Anna on Balcony - Oliver with calm Bella, sunset, watches, evening breeze
Ariana at Coachella - Billie with excited Olivia, set, performs, live concert
Mira in Park - Leo with playful Jack, frisbee, throws, sunny day
Emil at Gallery - Olivia with curious Adam, painting, studies, art exhibit
Lincoln at Loud - House with mischievous Luan, prank, plans, sibling chaos
Tala in Haifa - Lior with playful Ori, kite, flies, beach day
Ben in Studio - Olivia with creative Emma, mural, paints, art project
Turbo in Sugar - Rush with sly King, race, leads, final lap
Elsa in Ice - Kingdom with brave Anna, flurry, spins, magical world
Mickey at Castle - Minnie with cheerful Pluto, balloon, flies, magical parade
Tarek in Cairo - Leila with calm Noor, market, strolls, spice bazaar
Aang on Air - Temple with adventurous Katara, staff, spins, elemental mastery
Aladdin in Market - Jasmine with clever Abu, trick, pulls, rooftop chase
LeBron at Lakers - Anthony with determined Kyrie, dunk, scores, playoff game
Snagglepuss in Jungle - Yakky with curious Augie, trap, avoids, cartoon chase
Clara in Milan - Marco with joyful Lucia, coffee, drinks, morning rush
Haruki in Kyoto - Ren with peaceful Yuna, tea, sips, temple courtyard
Merida in Highlands - Elinor with fierce Angus, bow, draws, wild race
Paul at Pier - Noah with calm Olivia, boat, docks, fishing trip
Wander in Galaxy - Sylvia with fierce Lord, map, follows, cosmic journey
Amir in Dubai - Nora with helpful Tariq, luggage, carries, hotel check-in
Amity in Hexside - School with kind King, book, reads, witchcraft lesson
Harry from Hogwarts - Hagrid with large Buckbeak, broom, flies, magical ride
Felix in Berlin - Ansel with curious Marco, bike, rides, city street
Carmen in Havana - Luis with lively Mateo, dance, teaches, salsa class
Aladdin in Agrabah - Jasmine with witty Genie, lamp, rubs, magic wish
Anna in Norway - Sven with joyful Olaf, sleigh, glides, snowy trail
Rachel at Market - David with thoughtful Olivia, bread, buys, grocery run
Finn at Playground - Isla with playful Kai, swing, pushes, park visit
Draco in Slytherin - Snape with stern Pansy, wand, lifts, dark spell
Henry in New - York with ambitious Olivia, portfolio, presents, job interview
Troy on Court - Chad with skilled Ryan, ball, bounces, basketball game
Ben at Gym - Ava with determined Ethan, weight, lifts, training session
Eleni in Athens - Theo with lively Maia, olive, picks, summer harvest
Daphne at Mansion - Velma with clumsy Fred, ghost, traps, mystery night
Lightning on Track - Mater with loyal Sally, tire, spins, racing victory
Leif in Stockholm - Maia with adventurous Niko, trail, hikes, nature walk
Sophia at Zoo - Mia with curious Ethan, animal, watches, family day
Finn in Ooo - Jake with stretchy BMO, sword, swings, hero mission
Emir in Dubai - Samira with friendly Tariq, gold, shops, souk visit
Rudy in ChalkZone - Snap with bold Penny, chalk, draws, new portal
Frodo of Shire - Gandalf under tall Mountains, ring, glows, quest journey
Simba on Rock - Nala with brave Rafiki, pride, grows, king journey
Otis in London - Clara with curious Felix, museum, visits, weekend outing
Mira in Tel Aviv - Eli with energetic Gal, ball, kicks, beach soccer
Dante at Gym - Luca with strong Javier, routine, completes, fitness goal
Shaggy in Mansion - Scooby with clumsy Fred, trap, sets, spooky mystery
Simba at Oasis - Timon with funny Pumbaa, bug, eats, hakuna life
Asha in Nairobi - Kofi with brave Zuri, soccer, plays, weekend tournament
Fred at Bedrock - Barney with friendly Wilma, car, drives, prehistoric race
Sven in Stockholm - Ingrid with kind Freja, bread, bakes, holiday tradition
Sheen in Retroville - Carl with curious Jimmy, invention, tests, gadget mishap
Akira in Kyoto - Yuto with artistic Mei, sketch, finishes, peaceful park
Lior in Haifa - Shira with caring Ori, tea, pours, cozy evening
Felix in Garden - Nora with curious Alex, plant, waters, spring project
Rapunzel at Market - Flynn with playful Maximus, apple, eats, village day
Taylor at Concert - Ed with cheerful Selena, song, sings, summer festival
Yara in Beirut - Karim with kind Leila, lantern, hangs, evening stroll
Candace at Mall - Jeremy with patient Stacy, ice cream, eats, shopping trip
Thor on Earth - Loki with Asgard Heimdall, storm, rages, cosmic war
Rhea in Tel Aviv - Amir with creative Shira, mural, paints, street project
Alice in Wonderland - Lewis in magical London, cat, sleeps, dream adventure
Leo at Pool - Zara with energetic Mia, dive, takes, swim practice
Yara at Wedding - Tariq with joyful Sofia, dance, shares, family celebration
Lion-O at Thundera - Cheetara with fast Panthro, claw, swings, rescue mission
Anna at Pool - Leo with lively Jack, lap, swims, morning exercise
Tommy in Rugrats - Chuckie with brave Angelica, toy, finds, backyard search
Nico on Bus - Omar with polite Amina, seat, offers, long ride
Emma at Office - Claire with focused Noah, presentation, gives, team meeting
Ines in Porto - Hugo with energetic Rafael, surfboard, carries, beach trip
Jack from Halloween - Sally with creepy Zero, pumpkin, glows, spooky night
Carmen in VILE - Academy with brave Ivy, clue, traces, international chase
Cato in Rome - Theo with adventurous Pietro, trail, follows, countryside trek
Henry in Class - Ethan with quiet Anna, assignment, completes, group project
Kim in Middleton - Ron with sneaky Drakken, mission, completes, secret op
Sven in Oslo - Freja with cheerful Aksel, coffee, brews, winter morning
Eben in Cape Town - Zola with adventurous Mosi, trail, explores, mountain hike
Jonas in Reykjavik - Saga with calm Elina, glacier, hikes, snowy path
Sherlock on Street - Watson with clever Lestrade, suspect, tracks, crime case
Donald in Duckburg - Daisy with curious Huey, letter, reads, family gathering
Holly at Market - Finn with thoughtful Mia, fruit, selects, grocery shopping
Charlie in Factory - Wonka with eccentric Oompa, candy, makes, chocolate dream
Julio at Stadium - Dani with energetic Nico, ball, kicks, soccer game
Lior in Haifa - Naomi with lively Ori, market, explores, weekend adventure
Olaf at Beach - Sven with kind Kristoff, carrot, munches, summer wish
Adele in London - Ed with soulful Sam, ballad, sings, evening concert
Patrick at Jellyfish - Fields with joyful SpongeBob, jar, catches, underwater adventure
Elsa at Arendelle - Olaf with playful Sven, snowflake, spins, frozen dance
Anakin at Naboo - Padmé with graceful Shmi, peace, discusses, galaxy war
Paul in Church - Emma with respectful Tom, prayer, says, Sunday service
Zeno in Venice - Lucia with artistic Matteo, painting, admires, waterfront gallery
Rihanna in Paris - A$AP with trendy Cara, campaign, launches, fashion show
Jun in Kyoto - Yuna with curious Koji, temple, visits, cultural tour
Chloe at School - Sabrina with funny Marinette, charm, drops, fashion show
Tara in Florence - Pietro with creative Giada, sculpture, carves, art workshop
Rapunzel in Kingdom - Pascal with brave Maximus, crown, finds, hidden tower
Liam in Stadium - Jack with proud John, victory, celebrates, championship match
Aladdin on Carpet - Genie with powerful Jafar, lamp, glows, desert magic
Johnny at High - School with silly Dukey, prank, pulls, class chaos
Katniss in District - Peeta with strong Haymitch, bow, draws, survival challenge
Sebastian in Cafe - Emilia with patient Nina, latte, sips, morning chat
Lightning in Desert - Sally with eager Mater, track, explores, road trip
Charlie in Peanuts - Snoopy with playful Woodstock, kite, flies, summer afternoon
Omar in Istanbul - Yasmin with artistic Laila, lantern, crafts, festival prep
Spike in Ponyville - Twilight with calm Fluttershy, scroll, sends, magic lesson
Lorenzo at Pier - Gianna with friendly Luca, boat, anchors, fishing trip
Aang on Omashu - Toph with stubborn Bumi, rock, lifts, earthbending lesson
Alaric in Warsaw - Ewa with friendly Jan, gift, wraps, birthday celebration
Gandalf at Isengard - Saruman with dark Gríma, tower, rises, power struggle
Anya in Kitchen - Pavel with tired Liza, recipe, follows, dinner prep
Nico at Race - Maya with energetic Zane, sprint, finishes, marathon day
Rania in Casablanca - Omar with curious Laila, dish, tastes, family dinner
Mordecai at Park - Rigby with lazy Muscleman, soda, drinks, afternoon break
Rachel at Conference - John with persuasive Tom, speech, gives, keynote session
Milo in Amsterdam - Lars with playful Lotte, frisbee, catches, park game
Anna in Castle - Elsa with snowy Kristoff, heart, melts, family love
Stan in Gravity - Falls with mysterious Ford, portal, builds, multiverse exploration
Zara in Madrid - Alba with adventurous Mateo, wave, surfs, beach day
Amir in Beirut - Laila with kind Tarek, gift, wraps, holiday surprise
Eliora in Budapest - Jarek with thoughtful Mira, flower, plants, community garden
Thor from Asgard - Loki with cunning Odin, hammer, strikes, cosmic battle
Hiro in Osaka - Yuna with patient Kenji, garden, waters, zen practice
Asha in Nairobi - Kofi with brave Zuri, lion, watches, safari adventure
Mia at Zoo - Lucas with excited Clara, animal, feeds, family trip
Plankton in Bikini - Bottom with loyal Karen, scheme, hatches, Krabby Patty theft
Jimmy in Retroville - Carl with curious Sheen, invention, tests, science lab
Grunkle in Mystery - Shack with clever Dipper, journal, opens, cryptic riddle
Stephen at Basketball - LeBron with determined Kevin, shot, makes, final seconds
Akira in Kyoto - Ren with curious Yuna, bonsai, trims, morning practice
Cristiano in Madrid - Lionel with agile Neymar, goal, scores, football game
Mulan in China - Mushu with fiery Shan Yu, sword, swings, warrior honor
Mark on Field - David with eager Sam, goal, scores, soccer match
Chris on Bike - Anna with playful Finn, ride, enjoys, park trail
Cato in Rome - Lucia with lively Aldo, gelato, tastes, evening stroll
Leila in Market - Omar with joyful Yasmin, flower, buys, local bazaar
Emma at MET - Gala with stylish Andrew, dress, wears, fashion night
